level,kanji_final,kanji_ai,hiragana_katakana,romaji_final,english_ai,pos,example_jp,example_en,usage_note
0,"77,きゅうにん/くにん（九人） – kyuunin/kunin – 9 people",,"77,きゅうにん/くにん（九人） – kyuunin/kunin – 9 people",,nine people,noun,__~~_kunin__ni__tsukameru,We will be in charge of nine people.,
0,"77,Related Vocabulary",,"77,Related Vocabulary",,,,,,
0,"77,（お）いくつ② –",,"77,（お）いくつ② –",ikutsu,how old (polite),interrogative phrase,__~~_ikutsu__desu,How old are you?,
0,"77,~さい（~歳） – sai – years old",,"77,~さい（~歳） – sai – years old",sai,years old,noun,__~~_sai__wa__sanjūnichi__desu,He is 35 years old.,
0,"77,~ひき（~匹） – hiki – counter for animals",,"77,~ひき（~匹） – hiki – counter for animals",hiki,a unit of measurement for animals (e.g. a group of cats),counter,いちにんの、~がいます。,"There are 1,000 dogs.",
0,"79,~じん（~人） – jin – people (nationality)",,"79,~じん（~人） – jin – people (nationality)",jin,a unit of measurement for people (e.g. a group of students),counter,せんの、~がいます。,There are 100 students.,
0,"79,おしえる①（教える） – oshieru – teach",,"79,おしえる①（教える） – oshieru – teach",oshieru,to teach or instruct someone,verb,先生は毎日、学生に~します。,The teacher teaches the students every day.,
0,"79,~ご – go – language",,"79,~ご – go – language",go,a language or dialect,noun,~がわかるようになりました。,I can understand it now.,
0,"79,かける① – kakeru –",,"79,かける① – kakeru –",kakeru,to call or summon someone,verb,~してきてください。,Please call me!,
0,"79,きく②（聞く） – kiku – ask",,"79,きく②（聞く） – kiku – ask",kiku,to ask a question or seek information,verb,?,What's your name?,
0,"79,""~かた（~方） – kata – how, way to""",,"79,""~かた（~方） – kata – how, way to""",~kata,a way or method of doing something,noun,~がわかりました。,I found a good way to do it.,
0,"79,おしえる②（教える） – oshieru – tell",,"79,おしえる②（教える） – oshieru – tell",oshieru,to tell or inform someone about something,verb,~してください。,Please tell me!,
0,"81,あめ① – ame – candy",,"81,あめ① – ame – candy",ame,candy or sweets,noun,~を買いました。,I bought some candy.,
0,"81,あつい② – atsui – hot",,"81,あつい② – atsui – hot",atsui,hot or very warm,adjective,~な日曜日でした。,It was a hot Sunday.,
0,"81,あたたかい② – atatakai – warm",,"81,あたたかい② – atatakai – warm",atatakai,warm (temperature),adjective,このお菓子があたたかいです。,This candy is warm.,
0,"81,はし① – hashi – chopsticks",,"81,はし① – hashi – chopsticks",hashi,chopsticks,noun,はしが必要です。,Chopsticks are needed.,
0,"81,どちら② – dochira – which (between two)",,"81,どちら② – dochira – which (between two)",dochira,which (between two),adverb,どちらの本を買いますか?,Which book will you buy?,
0,"81,どうも① – doumo – (short form of どうも ありがとう)",,"81,どうも① – doumo – (short form of どうも ありがとう)",doumo,(short form of どうも ありがとう),interjection,どうもありがとう。,Thank you very much.,
0,"81,する② – suru – choose",,"81,する② – suru – choose",suru,to choose (select),verb,このDVDを選びます。,I will choose this DVD.,
0,"81,""もう~ – mou – another, more""",,"81,""もう~ – mou – another, more""",mou,"another, more",adverb,もう一つ食べてください。,Eat one more.,
0,"81,Additional Vocabulary",,"81,Additional Vocabulary",Arubaito,(additional vocabulary),noun,,,Arubaito: a part-time job.
0,"81,あたたかい② – atatakai – hot (things)",,"81,あたたかい② – atatakai – hot (things)",atatakai,hot (things),adjective,この鍋があたたかいです。,This pot is hot.,
0,"81,~だけ – dake – only",,"81,~だけ – dake – only",dake,only,adverb,この本だけ読んでください。,Read only this book.,
0,"81,+ からだに わるい（体に わるい） – karada ni warui – unhealthy",,"81,+ からだに わるい（体に わるい） – karada ni warui – unhealthy",karada ni warui,unhealthy (for the body),adjective,この食べ物がからだにわるいです。,This food is unhealthy for your body.,
0,"83,しょうがくせい（小学生）shōgakusei – elementary school student",,"83,しょうがくせい（小学生）shōgakusei – elementary school student",shōgakusei,elementary school student,noun,参事は 宣気代です.,He is an elementary school student.,
0,"83,ちゅうがくせい（中学生）chūgakusei – junior high school student",,"83,ちゅうがくせい（中学生）chūgakusei – junior high school student",chūgakusei,junior high school student,noun,参事は 上気枅です.,He is a junior high school student.,
0,"83,しょうがっこう（小学校）shōgakkō – elementary school",,"83,しょうがっこう（小学校）shōgakkō – elementary school",shōgakkō,elementary school,noun,参事は 宣気本線.,He is going to elementary school.,
0,"83,ちゅうがっこう（中学校）chūgakkō – junior high school",,"83,ちゅうがっこう（中学校）chūgakkō – junior high school",chūgakkō,junior high school,noun,参事は 上気枅.,He is in junior high school.,
0,"83,こうこうせい（高校生）kōkōsei – high school student",,"83,こうこうせい（高校生）kōkōsei – high school student",kōkōsei,high school student,noun,参事は 津気枅です.,He is a high school student.,
0,"83,こうこう（高校）kōkō – high school",,"83,こうこう（高校）kōkō – high school",kōkō,high school,noun,参事は 津気本.,He is in high school.,
0,"83,だいがくせい（大学生）daigakusei – college student",,"83,だいがくせい（大学生）daigakusei – college student",daigakusei,college student,noun,参事は 大学樹べ.,He is a college student.,
0,"83,""おとこ（男）otoko – boy, man""",,"83,""おとこ（男）otoko – boy, man""",otoko,"boy, man",noun,参事は 田しめ.,He is a boy.,
0,"83,""おんな（女）onna – girl, woman""",,"83,""おんな（女）onna – girl, woman""",onna,"girl, woman",noun,参事は 田こめ.,She is a girl.,
0,"83,むすこ（息子）musuko – son",,"83,むすこ（息子）musuko – son",musuko,son,noun,参事は 宣です.,He is my son.,
0,"83,むすめ（娘）musume – daughter",,"83,むすめ（娘）musume – daughter",musume,daughter,noun,~は、娘を連れて来ました。,~ brought his daughter with him.,
0,"83,つま（妻）tsuma – wife",,"83,つま（妻）tsuma – wife",tsuma,wife,noun,~と私は結婚しました。,~ and I got married.,
0,"83,おっと（夫）otto – husband",,"83,おっと（夫）otto – husband",otto,husband,noun,~は、子供たちと一緒に暮らしています。,~ lives with his children.,
0,"83,おとな（大人）otona – adult",,"83,おとな（大人）otona – adult",otona,adult; grown-up,noun,~が来るまで待ってください。,Please wait until the adult comes.,
0,"83,ともだち（友達）tomodachi – friend",,"83,ともだち（友達）tomodachi – friend",tomodachi,friend,noun,~は、友達に会いに来ました。,~ came to visit his friend.,
0,"83,Polite Terms",,"83,Polite Terms",reigi o tsukamu koto,Polite Terms (formal),phrase,~~~~~を守ることが大切です。,Respecting polite terms is very important.,
0,"83,""ぼく（僕）boku – I",,"83,""ぼく（僕）boku – I",boku,I,pronoun,~は、明日学校に行きます。,I will go to school tomorrow.,
0,"83,""こちら kochira – this, this person""",,"83,""こちら kochira – this, this person""",kochira,"this, this person",pronoun,~は、こちらの席に座ってください。,Please sit in that seat.,
0,"83,～ちゃん ~chan – ~chan (informal endearment)",,"83,～ちゃん ~chan – ~chan (informal endearment)",~chan,~ (informal endearment),noun,~は、お母さんに呼ばれました。,~ was called by his mother.,
0,"83,かた（方）kata – person (polite)",,"83,かた（方）kata – person (polite)",kata,person (polite),noun,~と会いました。~~~~~は、親切にしてくれました。,I met ~. ~ was very kind to me.,
0,つをな,つをな,"83,どなた donata – who (polite)",donta,who (polite),pronoun,,,
0,たれさまでたか,たれさまでたか,"83,ごしゅじん（ご主人）goshujin –",goshujin,husband,noun,、たれさまでたかをますい,My husband is a doctor.,
0,うエセト,うエセト,"83,おくに（お国）okuni –",okuni,country,noun,、うエセトをさるつをますい,I love my country.,
0,本で場合,本で場合,"83,Work & Status",shigyou,Work & Status,phrase,,,
0,されしん,されしん,"83,""しゃちょう（社長）shachō – CEO, company president""",shacho,"CEO, company president",noun,、されしんはあますい,The CEO is very busy.,
0,クトルースブ,クトルースブ,"83,はたらく（働く）hataraku – work",hataraku,work,verb,,,
0,たいァコトルースブ,たいァコトルースブ,"83,""つとめる（勤める）tsutomeru – work, be employed""",tsutomeru,"work, be employed",verb,,,
0,本で場合,本で場合,"83,Location & Nationality",shigyou,Work & Status,phrase,,,
0,さかウミカー,さかウミカー,"83,がいこく（外国）gaikoku – foreign country",gaikoku,foreign country,noun,、さかウミカーをますい,I want to travel to a foreign country.,
0,たかウミカーでた,たかウミカーでた,"83,がいこくじん（外国人）gaikokujin – foreigner",gaikokujin,foreigner,noun,,,
0,"83,""イギリス Igirisu – UK, England""",,"83,""イギリス Igirisu – UK, England""",Igirisu,"UK, England",noun,イギリスは大きい国です。,England is a big country.,common term for the UK or England
0,"83,ベトナム Betonamu – Vietnam",,"83,ベトナム Betonamu – Vietnam",Betonamu,Vietnam,noun,ベトナムは美しい国です。,Vietnam is a beautiful country.,common term for Vietnam
0,"83,""けっこん[する]（結婚[する]）kekkon [suru] – marriage, marry""",,"83,""けっこん[する]（結婚[する]）kekkon [suru] – marriage, marry""",kekkon [suru],"marriage, marry",verb/noun,彼は彼女と結婚する予定です。,He is going to get married.,common term for marriage or getting married
0,"83,しりませんでした（知りませんでした）shirimasendeshita – didn't know",,"83,しりませんでした（知りませんでした）shirimasendeshita – didn't know",shirimasendeshita,didn't know,verb (past),彼はそのことを知りませんでした。,He didn't know that.,polite way to say 'didn't know'
0,"83,なる naru – become",,"83,なる naru – become",naru,become,verb,彼は医者になります。,He is going to become a doctor.,can be used for various types of change
0,"83,Time & Other",,"83,Time & Other",,Time & Other,phrase,時間やその他の要素も考慮した問題です。,This is a problem that considers time and other factors.,general term for things not mentioned
0,"83,""～まえ（～前）~mae – ago, before""",,"83,""～まえ（～前）~mae – ago, before""",~mae,"ago, before",adverb,この映画は5年前に出たのです。,This movie came out five years ago.,can be used for time or order
0,"83,～とき（～時）~toki – when ~",,"83,～とき（～時）~toki – when ~",~toki,when ~,adverb,映画はいつも昔の物語を描いています。,The movie is always depicting ancient stories.,can be used for time or condition
0,"83,～たち（～達）~tachi – and the others",,"83,～たち（～達）~tachi – and the others",~tachi,and the others,pronoun,私は彼とお母さんと一緒に来ました。,I came with him and my mother.,polite way to include oneself
0,"83,ちいさい（小さい）chiisai – little (young)",,"83,ちいさい（小さい）chiisai – little (young)",chiisai,little (young),adjective,彼は小さいお兄さんです。,He is a little brother.,can be used for age or size
0,"83,もうすぐ mōsugu – soon",,"83,もうすぐ mōsugu – soon",mōsugu,soon,adverb,明日、また会う mō sugu!,Let's meet again tomorrow soon!,
0,"83,だんだん dandan – gradually",,"83,だんだん dandan – gradually",dandan,gradually,adverb,雨が降るにつれて、雲が濃くなる dandan.,"As the rain falls, the clouds become thicker gradually.",
0,"83,おとこのこ（男の子）otokonoko – boy",,"83,おとこのこ（男の子）otokonoko – boy",otokonoko,boy,noun,彼は小学校に通っているおとこのこです。,He is a boy who attends elementary school.,
0,"83,おんなのこ（女の子）onnanoko – girl",,"83,おんなのこ（女の子）onnanoko – girl",onnanoko,girl,noun,彼女は小学校に通っているおんなのこです。,She is a girl who attends elementary school.,
0,"83,ごりょうしん（ご両親）goryōshin –",,"83,ごりょうしん（ご両親）goryōshin –",goryōshin,parents,noun,ご両親は明日帰ります。,My parents are coming back tomorrow.,
0,"83,すむ（住む）sumu – live (reside)",,"83,すむ（住む）sumu – live (reside)",sumu,live (reside),verb,彼は日本ですむため、ビザを申請した。,He applied for a visa in order to live in Japan.,
0,"83,よこはま（横浜）Yokohama – Yokohama (city in Japan)",,"83,よこはま（横浜）Yokohama – Yokohama (city in Japan)",Yokohama,Yokohama (city in Japan),place name,私は横浜に行きます。,I'm going to Yokohama.,
0,"85,いろ（色）iro – color",,"85,いろ（色）iro – color",iro,color,noun,この絵は何色のものですか?,What color is this painting?,
0,"85,あか aka – red",,"85,あか aka – red",aka,red,adjective,その服は赤いです。,That shirt is red.,
0,"85,あかい（赤い）akai – red",,"85,あかい（赤い）akai – red",akai,red,adjective,彼のカーディガンは赤いです。,His cardigan is red.,
0,"85,あお ao – blue",,"85,あお ao – blue",ao,blue,adjective,明べたん安れきちは本するいう。,The sky is blue today.,
0,"85,あおい（青い）aoi – blue",,"85,あおい（青い）aoi – blue",aoi,blue,adjective,安れきちは本するいう。,This book is blue.,
0,"85,くろ kuro – black",,"85,くろ kuro – black",kuro,black,adjective,廱べたん安れきちは本するいう。,The sky is black today.,
0,"85,くろい（黒い）kuroi – black",,"85,くろい（黒い）kuroi – black",kuroi,black,adjective,廱べたん本するいう。,This book is black.,
0,"85,しろ shiro – white",,"85,しろ shiro – white",shiro,white,adjective,式べたん安れきちは本するいう。,The sky is white today.,
0,"85,しろい（白い）shiroi – white",,"85,しろい（白い）shiroi – white",shiroi,white,adjective,式べたん本するいう。,This book is white.,
0,"85,きいろ（黄色）kiiro – yellow",,"85,きいろ（黄色）kiiro – yellow",kiiro,yellow,adjective,帵べたん安れきちは本するいう。,The sky is yellow today.,
0,"85,きいろい（黄色い）kiiroi – yellow",,"85,きいろい（黄色い）kiiroi – yellow",kiiroi,yellow,adjective,帵べたん本するいう。,This book is yellow.,
0,"85,みどり（緑）midori – green",,"85,みどり（緑）midori – green",midori,green,adjective,直べたん安れきちは本するいう。,The sky is green today.,
0,"85,なにいろ（何色）naniiro – what color",,"85,なにいろ（何色）naniiro – what color",naniiro,what color,interrogative,不でかちらおたん安れきちは本するいう。,What color is the sky today?,
0,fuku,fuku,"85,""ふく（服）fuku – clothing, clothes""",fuku,"clothing, clothes",noun,彼は新しい服を買うため、カタログを見た。,He looked at the catalog to buy a new set of clothes.,
0,"85,シャツ shatsu – shirt",,"85,シャツ shatsu – shirt",shatsu,shirt,noun,彼は白いシャツを着た。,He is wearing a white shirt.,"formal, casual"
0,"85,Tシャツ T-shatsu – T-shirt",,"85,Tシャツ T-shatsu – T-shirt",T-shatsu,T-shirt,noun,彼女は赤いTシャツを着た。,She is wearing a red T-shirt.,
0,"85,セーター sētā – sweater",,"85,セーター sētā – sweater",sētā,sweater,noun,彼女は冬に厚手のセーターを着た。,She wears a thick sweater in winter.,
0,"85,""ワイシャツ waishatsu – formal shirt, dress shirt""",,"85,""ワイシャツ waishatsu – formal shirt, dress shirt""",waishatsu,"formal shirt, dress shirt",noun,彼はワイシャツを着た。,He is wearing a formal shirt.,formal
0,"85,スーツ sūtsu – suit",,"85,スーツ sūtsu – suit",sūtsu,suit,noun,彼は黒いスーツを買った。,He bought a black suit.,
0,"85,ズボン zubon – pants",,"85,ズボン zubon – pants",zubon,pants,noun,彼はズボンを履いた。,He is wearing pants.,
0,"85,パンツ pantsu – pants",,"85,パンツ pantsu – pants",pantsu,pants,noun,彼女は長いパンツを着た。,She is wearing long pants.,
0,"85,スカート sukāto – skirt",,"85,スカート sukāto – skirt",sukāto,skirt,noun,彼女はスカートを履いた。,She is wearing a skirt.,
0,"85,くつ（靴）kutsu – shoes",,"85,くつ（靴）kutsu – shoes",kutsu,shoes,noun,彼は靴を履いていた。,He was wearing shoes.,
0,"85,くつした（靴下）kutsushita – socks",,"85,くつした（靴下）kutsushita – socks",kutsushita,socks,noun,ゴタトはもきますざん、組杰なされしんにた,I'm wearing socks and sandals.,
0,"85,ぼうし（帽子）bōshi – hat",,"85,ぼうし（帽子）bōshi – hat",bōshi,hat,noun,組杰なされしん、ピータうた,I'm wearing a hat today.,
0,"85,めがね（眼鏡）megane – glasses",,"85,めがね（眼鏡）megane – glasses",megane,glasses,noun,ュインうた,I'm wearing glasses.,
0,"85,ネクタイ nekutai – tie",,"85,ネクタイ nekutai – tie",nekutai,tie,noun,ピータうた,I'm wearing a tie.,
0,"85,め（目）me – eye",,"85,め（目）me – eye",me,eye,noun,ものロイうた,I have an eye on it.,
0,"85,みみ（耳）mimi – ear",,"85,みみ（耳）mimi – ear",mimi,ear,noun,ものブンうた,I have an ear for music.,
0,"85,はな（鼻）hana – nose",,"85,はな（鼻）hana – nose",hana,nose,noun,ものフイうた,I have a nose for trouble.,
0,"85,くち（口）kuchi – mouth",,"85,くち（口）kuchi – mouth",kuchi,mouth,noun,ものフタうた,I have a mouth on me.,
0,"85,は（歯）ha – tooth",,"85,は（歯）ha – tooth",ha,tooth,noun,ものパイうた,I have a toothache.,
0,"85,かお（顔）kao – face",,"85,かお（顔）kao – face",kao,face,noun,ものトん、かた,I'm looking at his face.,
0,"85,て（手）te – hand",,"85,て（手）te – hand",te,hand,noun,,,
0,"85,""あし（足）ashi – foot, leg""",,"85,""あし（足）ashi – foot, leg""",ashi,"foot, leg",noun,,,
0,"85,あたま（頭）atama – head",,"85,あたま（頭）atama – head",atama,head,noun,,,
0,"85,おなか onaka – stomach",,"85,おなか onaka – stomach",onaka,stomach,noun,,,
0,"85,からだ（体）karada – body",,"85,からだ（体）karada – body",karada,body,noun,,,
0,"85,かみ（髪）kami – hair",,"85,かみ（髪）kami – hair",kami,hair,noun,,,
0,"85,いたい（痛い）itai – painful",,"85,いたい（痛い）itai – painful",itai,"painful, hurts",adjective,,,
0,"85,""びょうき（病気）byōki – sick, illness""",,"85,""びょうき（病気）byōki – sick, illness""",byōki,"sick, illness",noun,,,
0,"85,かぜ（風邪）kaze – cold (common cold)",,"85,かぜ（風邪）kaze – cold (common cold)",kaze,cold (common cold),noun,,,
0,"85,""ねつ（熱）netsu – fever, temperature""",,"85,""ねつ（熱）netsu – fever, temperature""",netsu,"fever, temperature",noun,,,
0,"85,～ど（～度）~do – degrees (Celsius)",,"85,～ど（～度）~do – degrees (Celsius)",do,degrees (Celsius),adjective/noun,サを80、でうわ,It's 85 degrees.,
0,"85,""ゆっくり yukkuri – leisurely, unhurriedly""",,"85,""ゆっくり yukkuri – leisurely, unhurriedly""",yukkuri,"leisurely, unhurriedly",adverb,不を秀たで読るいら,She walked leisurely.,
0,"85,はいしゃ（歯医者）haisha – dentist",,"85,はいしゃ（歯医者）haisha – dentist",haisha,dentist,noun,話、苔が宿すだ,I'm going to the dentist.,
0,"85,きる（着る）kiru – wear",,"85,きる（着る）kiru – wear",kiru,wear,verb,宿いベタをザャデよた,Put on your clothes.,
0,"85,""はく（履く）haku – wear",,"85,""はく（履く）haku – wear",haku,wear,verb,イタを秀たいら,She wears high heels.,
0,"85,かぶる kaburu – wear (hat)",,"85,かぶる kaburu – wear (hat)",kaburu,wear (hat),verb,話をザャよた,Put on a hat.,
0,"85,ぬぐ nugu – take off",,"85,ぬぐ nugu – take off",nugu,take off,verb,秀たいザャを絁とた,Take off your shoes.,
0,"85,""する suru – put on, do, wear""",,"85,""する suru – put on, do, wear""",suru,"put on, do, wear",verb,秀たいザャよた,Put on your clothes.,
0,"85,たつ（立つ）tatsu – stand",,"85,たつ（立つ）tatsu – stand",tatsu,stand,verb,大とドタを秀たいら,Stand up straight.,
0,"85,すわる（座る）suwaru – sit",,"85,すわる（座る）suwaru – sit",suwaru,sit,verb,紏いジャよた,Sit down.,
0,"85,よこになる（横になる）yoko ni naru – lie down",,"85,よこになる（横になる）yoko ni naru – lie down",yoko ni naru,to lie down,verb,,,
0,"85,どうしましたか dō shimashita ka – what's the matter",,"85,どうしましたか dō shimashita ka – what's the matter",dō shimashita ka,what's the matter,interrogative phrase,,,
0,"85,せ（背）se – height",,"85,せ（背）se – height",se,"height, stature",noun, , ,
0,"88,つかう（使う）tsukau – use",,"88,つかう（使う）tsukau – use",tsukau,to use,verb,この本を読んでいます。なぜ、つかうことができませんか。,I'm reading this book. Why can't you use it?,
0,"88,あける（開ける）akeru – open",,"88,あける（開ける）akeru – open",akeru,"to open, to begin",verb, , ,
0,"88,""しめる（閉める）shimeru – shut, close""",,"88,""しめる（閉める）shimeru – shut, close""",shimeru,"to shut, close",verb, , ,
0,"88,つける（点ける）tsukeru – turn on",,"88,つける（点ける）tsukeru – turn on",tsukeru,to turn on,verb, , ,
0,"88,けす（消す）kesu – turn off",,"88,けす（消す）kesu – turn off",kesu,to turn off,verb, , ,
0,"88,だす（出す）dasu – take out",,"88,だす（出す）dasu – take out",dasu,"to take out, to put out",verb, , ,
0,"88,スイッチ suitchi – switch",,"88,スイッチ suitchi – switch",suitchi,switch,noun, , ,
0,"88,ボタン botan – button",,"88,ボタン botan – button",botan,button,noun,ボタンの位置がわかりません。,I don’t know the position of the button.,
0,"88,おす（押す）osu – press",,"88,おす（押す）osu – press",osu,press,verb,当常は指しを被だす,She pressed the button.,
0,"88,ひく（引く）hiku – pull",,"88,ひく（引く）hiku – pull",hiku,pull,verb,囟を打しを行だ,Please pull the rope.,
0,"88,きる（切る）kiru – cut",,"88,きる（切る）kiru – cut",kiru,cut,verb,囟を觔だす,Please cut the rope.,
0,"88,""とる（取る）toru – pick up, take""",,"88,""とる（取る）toru – pick up, take""",toru,"pick up, take",verb,囟を被だす,Please pick up the rope.,
0,"88,ほう hō – one (of two options)",,"88,ほう hō – one (of two options)",hō,one (of two options),noun,指しを一は、当常をからんなさらざ,Do you want option one or two?,
0,"88,なんこ（何個）nanko – how many",,"88,なんこ（何個）nanko – how many",nanko,how many,interrogative,囟を行だす、常当からん你でざんべー詰,How many times do you want to pull the rope?,
0,"88,～こ（～個）~ko – counter for small items",,"88,～こ（～個）~ko – counter for small items",~ko,counter for small items,counter,囟を行だす、いは常当るー詰でざんべー詰,I pulled the rope three times.,
0,"88,""もつ（持つ）motsu – carry, hold""",,"88,""もつ（持つ）motsu – carry, hold""",motsu,"carry, hold",verb,囟を行だす,Please carry the rope.,
0,"88,""ならべる（並べる）naraberu – arrange, lay out""",,"88,""ならべる（並べる）naraberu – arrange, lay out""",naraberu,"arrange, lay out",verb,囟を行だす、いは常当るー詰でざんべー詰,Please arrange the rope three times.,
0,"88,うる（売る）uru – sell",,"88,うる（売る）uru – sell",uru,,,,,
0,"88,げんきん（現金）genkin – cash",,"88,げんきん（現金）genkin – cash",genkin,"cash, money",noun,マネーのないところでは現金を必要です。,"Where there is no money, cash will be necessary.",
0,"88,はらう（払う）harau – pay",,"88,はらう（払う）harau – pay",harau,"to pay, to give (something in exchange)",verb,rentを払ってください。,Please pay the rent.,
0,"88,もってくる（持って来る）motte kuru – bring",,"88,もってくる（持って来る）motte kuru – bring",motte kuru,"bring, bring along",verb,鞄を手につけて持ってきてください。,Please hold your bag and bring it here.,
0,"88,""おく（置く）oku – leave, put down""",,"88,""おく（置く）oku – leave, put down""",oku,"to leave, to put down",verb,本を机の上に置いてください。,Please place the book on the desk.,
0,"88,かみ（紙）kami – paper",,"88,かみ（紙）kami – paper",kami,"paper, sheet of paper",noun,パピルの紙が、きれいに綺麗な状態で必要です。,The paper should be in a neat and clean state.,
0,"88,""ところ（所）tokoro – where, location, place""",,"88,""ところ（所）tokoro – where, location, place""",tokoro,"where, location, place",noun,どこかで見ることができます。,You can see it somewhere.,
0,"88,もっていく（持って行く）motte iku – take",,"88,もっていく（持って行く）motte iku – take",motte iku,"to take, to bring along",verb,本を鞄に入れて持って行きます。,We will take the book and go.,
0,"88,あく（開く）aku – open",,"88,あく（開く）aku – open",aku,"to open, to turn on (intransitive)",verb,扉を開いてください。,Please open the door.,
0,"88,つく（点く）tsuku – turn on (intransitive)",,"88,つく（点く）tsuku – turn on (intransitive)",tsuku,"turn on, light up",verb,電気を入れて点けてください。,Please turn on the electricity and light it up.,
0,"88,ばんぐみ（番組）bangumi – program",,"88,ばんぐみ（番組）bangumi – program",bangumi,program or show (TV),noun,,,
0,"88,はじまる（始まる）hajimaru – start",,"88,はじまる（始まる）hajimaru – start",hajimaru,"to start, begin",verb,,,
0,"88,いる（要る）iru – need",,"88,いる（要る）iru – need",iru,to need or want (something),verb,,,
0,"88,Water & Temperature",,"88,Water & Temperature",,Water & Temperature,phrase,,,
0,"88,（お）ゆ（お湯）",,"88,（お）ゆ（お湯）",o,yu – hot water,noun,（お）ゆを注ぐ,to add (hot) water,
0,"88,わく（沸く）waku – boil",,"88,わく（沸く）waku – boil",waku,"to boil, to simmer",verb,,,
0,"88,もう mō – already",,"88,もう mō – already",mō,"already, even",adverb,,,
0,"88,まだ mada –",,"88,まだ mada –",mada,"yet, still, already",adverb,,,
0,"88,Electricity & Appliances",,"88,Electricity & Appliances",,Electricity & Appliances,phrase,,,
0,"88,でんき（電気）denki –",,"88,でんき（電気）denki –",denki,"electricity, electricity-related things (e.g. appliances)",noun,,,
0,"88,てんき（天気）tenki – weather (appears in example but different kanji)",,"88,てんき（天気）tenki – weather (appears in example but different kanji)",tenki,weather (general term),noun,日朝をきちす　気やへなはかたらしです。,The weather forecast said it would be hot and humid today.,
0,"90,Modes of Transport",,"90,Modes of Transport",kōsoku-kutsū,modes of transport ( rapid transit),noun phrase,溬は中ダを話しいの宣やまにちす。,The new subway line was opened.,
0,私连,私连,"90,じどうしゃ（自動車） jidōsha – automobile",jidōsha,automobile,noun,私连を更しいのりま宣を安勓し。,The driver drove the car carefully.,
0,龍语,龍语,"90,でんしゃ（電車） densha – train",densha,train (electric),noun,龍语を更しいのりま宣を安勓し。,The train driver drove the train carefully.,
0,南连井,南连井,"90,ちかてつ（地下鉄） chikatetsu – subway",chikatetsu,subway,noun,南连井を更しいのりま宣を安勓し。,The subway driver drove the train carefully.,
0,膔连,膔连,"90,じてんしゃ（自転車） jitensha – bicycle",jitensha,bicycle,noun,膔连を更しいのりま宣を安勓し。,The cyclist rode the bicycle carefully.,
0,"90,バイク baiku – motorcycle",,"90,バイク baiku – motorcycle",baiku,motorcycle,noun,私连を更しいのりま宣を安勓し。,The driver drove the car carefully.,
0,台訑,台訑,"90,タクシー takushī – taxi",takushī,taxi (car for hire),noun,台訑をきちす　気やま宣をかし。,I took a taxi to the airport.,
0,龙私隠甸,龙私隠甸,"90,""ひこうき（飛行機） hikōki – airplane, flight""",hikōki,"airplane, flight (general term)",noun,龙私隠甸をきちす　気やま宣をかし。,I took a plane to the airport.,
0,斨訑隠甸,斨訑隠甸,"90,しんかんせん（新幹線） shinkansen – bullet train",shinkansen,bullet train (special type of train),noun,斨訑隠甸をきちす　気やま宣をかし。,I took the bullet train to the airport.,
0,"90,くるま（車） kuruma – car",,"90,くるま（車） kuruma – car",kuruma,car,noun,,,
0,"90,""ふね（船） fune – boat, ship""",,"90,""ふね（船） fune – boat, ship""",fune,"boat, ship",noun,,,
0,"90,きた（北） kita – north",,"90,きた（北） kita – north",kita,north,adverb,,I'm heading north.,Directional term used to indicate the direction one is facing or going.
0,"90,みなみ（南） minami – south",,"90,みなみ（南） minami – south",minami,south,adverb,,The city lies in the southern part of the country.,
0,"90,ひがし（東） higashi – east",,"90,ひがし（東） higashi – east",higashi,east,adverb,,"I'll meet you at the park, which is located east of here.",
0,"90,にし（西） nishi – west",,"90,にし（西） nishi – west",nishi,west,adverb,,The sun sets in the west during winter.,
0,"90,みぎがわ（右側） migigawa – right-hand side",,"90,みぎがわ（右側） migigawa – right-hand side",migigawa,right-hand side,noun,,"When driving, please stay on your right-hand side of the road.",
0,"90,ひだりがわ（左側） hidarigawa – left-hand side",,"90,ひだりがわ（左側） hidarigawa – left-hand side",hidarigawa,left-hand side,noun,,"In Japan, drivers typically drive on the left-hand side of the road.",
0,"90,まっすぐ massugu – straight ahead",,"90,まっすぐ massugu – straight ahead",massugu,straight ahead,adverb,,Please go straight and turn right at the next intersection.,
0,"90,こちら kochira – here / this way",,"90,こちら kochira – here / this way",kochira,here / this way,particle,,"Let's meet up over there, on my left-hand side.",
0,"90,そちら sochira – there / that way",,"90,そちら sochira – there / that way",sochira,that way / over there,adverb,\( \)\n\( \),Look over there.,
0,"90,あちら achira – over there / that way",,"90,あちら achira – over there / that way",achira,over there / that way (formal),adverb,\( \)\n\( \),Don't go that way!,
0,"90,どちら dochira – which way",,"90,どちら dochira – which way",dochira,which way / in which direction,interrogative,\( \)\n\( \),Which way is the store?,
0,"90,こっち kotchi – here (casual)",,"90,こっち kotchi – here (casual)",kotchi,here (informal),adverb,\( \)\n\( \),Let's meet here.,"Informal, casual usage."
0,"90,そっち sotchi – there (casual)",,"90,そっち sotchi – there (casual)",sotchi,there (informal),adverb,\( \)\n\( \),My house is over there.,"Informal, casual usage."
0,"90,あっち atchi – over there (casual)",,"90,あっち atchi – over there (casual)",atchi,over there (informal),adverb,\( \)\n\( \),The restaurant is over there.,"Informal, casual usage."
